provincia,canton,parroquia
Napo,Archidona,Avila
Napo,Archidona,Cotundo
Napo,Archidona,Loreto
Napo,Archidona San Pablo De,Ushpayacu
Napo,Archidona Puerto,Murialdo
Napo,El Chaco El,Chaco
Napo,El Chaco Gonzalo Díaz De Pineda (El,Bombon)
Napo,El Chaco,Linares
Napo,El Chaco,Oyacachi
Napo,El Chaco Santa,Rosa
Napo,El Chaco,Sardinas
Napo,Quijos,Baeza
Napo,Quijos,Cosanga
Napo,Quijos,Cuyuja
Napo,Quijos,Papallacta
Napo,Quijos San Francisco De Borja (Virgilio,Davila)
Napo,Quijos San Jose Del,Payamino
Napo,Quijos,Sumaco
Napo,Carlos Julio Arosemena Tola Carlos Julio Arosemena,Tola
Pastaza,Pastaza,Puyo
Pastaza,Pastaza,Arajuno
Pastaza,Pastaza,Canelos
Pastaza,Pastaza,Curaray
Pastaza,Pastaza Diez De,Agosto
Pastaza,Pastaza,Fatima
Pastaza,Pastaza Montalvo,(Andoas)
Pastaza,Pastaza,Pomona
Pastaza,Pastaza Rio,Corrientes
Pastaza,Pastaza Rio,Tigre
Pastaza,Pastaza Santa,Clara
Pastaza,Pastaza,Sarayacu
Pastaza,Pastaza Simon Bolivar (Cab. En,Mushullacta)
Pastaza,Pastaza,Tarqui
Pastaza,Pastaza Teniente Hugo,Ortiz
Pastaza,Pastaza Veracruz (Indillama) (Cab. En,Indillama)
Pastaza,Pastaza El,Triunfo
Pastaza,Mera,Mera
Pastaza,Mera Madre,Tierra
Pastaza,Mera,Shell
Pastaza,Santa Clara Santa,Clara
Pastaza,Santa Clara San,Jose
Pastaza,Arajuno,Arajuno
Pastaza,Arajuno,Curaray
Pichincha,Quito Belisario,Quevedo
Pichincha,Quito,Carcelen
Pichincha,Quito Centro,Historico
Pichincha,Quito,Cochapamba
Pichincha,Quito Comite Del,Pueblo
Pichincha,Quito,Cotocollao
Pichincha,Quito,Chilibulo
Pichincha,Quito,Chillogallo
Pichincha,Quito,Chimbacalle
Pichincha,Quito El,Condado
Pichincha,Quito,Guamani
Pichincha,Quito,Iñaquito
Pichincha,Quito,Itchimbia
Pichincha,Quito,Jipijapa
Pichincha,Quito,Kennedy
Pichincha,Quito La,Argelia
Pichincha,Quito La,Concepcion
Pichincha,Quito La,Ecuatoriana
Pichincha,Quito La,Ferroviaria
Pichincha,Quito La,Libertad
Pichincha,Quito La,Magdalena
Pichincha,Quito La,Mena
Pichincha,Quito Mariscal,Sucre
Pichincha,Quito,Ponceano
Pichincha,Quito,Puengasi
Pichincha,Quito,Quitumbe
Pichincha,Quito,Rumipamba
Pichincha,Quito San,Bartolo
Pichincha,Quito San Isidro Del,Inca
Pichincha,Quito San,Juan
Pichincha,Quito,Solanda
Pichincha,Quito,Turubamba
Pichincha,Quito Quito Distrito,Metropolitano
Pichincha,Quito,Alangasi
Pichincha,Quito,Amaguaña
Pichincha,Quito,Atahualpa
Pichincha,Quito,Calacali
Pichincha,Quito,Calderon
Pichincha,Quito,Conocoto
Pichincha,Quito,Cumbaya
Pichincha,Quito,Chavezpamba
Pichincha,Quito,Checa
Pichincha,Quito El,Quinche
Pichincha,Quito,Gualea
Pichincha,Quito,Guangopolo
Pichincha,Quito,Guayllabamba
Pichincha,Quito La,Merced
Pichincha,Quito Llano,Chico
Pichincha,Quito,Lloa
Pichincha,Quito,Mindo
Pichincha,Quito,Nanegal
Pichincha,Quito,Nanegalito
Pichincha,Quito,Nayon
Pichincha,Quito,Nono
Pichincha,Quito,Pacto
Pichincha,Quito Pedro Vicente,Maldonado
Pichincha,Quito,Perucho
Pichincha,Quito,Pifo
Pichincha,Quito,Pintag
Pichincha,Quito,Pomasqui
Pichincha,Quito,Puellaro
Pichincha,Quito,Puembo
Pichincha,Quito San,Antonio
Pichincha,Quito San Jose De,Minas
Pichincha,Quito San Miguel De Los,Bancos
Pichincha,Quito,Tababela
Pichincha,Quito,Tumbaco
Pichincha,Quito,Yaruqui
Pichincha,Quito,Zambiza
Pichincha,Quito Puerto,Quito
Pichincha,Cayambe,Ayora
Pichincha,Cayambe,Cayambe
Pichincha,Cayambe Juan,Montalvo
Pichincha,Cayambe,Ascazubi
Pichincha,Cayambe,Cangahua
Pichincha,Cayambe Olmedo,(Pesillo)
Pichincha,Cayambe,Oton
Pichincha,Cayambe Santa Rosa De,Cuzubamba
Pichincha,Mejia,Machachi
Pichincha,Mejia,Aloag
Pichincha,Mejia,Aloasi
Pichincha,Mejia,Cutuglahua
Pichincha,Mejia El,Chaupi
Pichincha,Mejia Manuel Cornejo Astorga,(Tandapi)
Pichincha,Mejia,Tambillo
Pichincha,Mejia,Uyumbicho
Pichincha,Pedro Moncayo,Tabacundo
Pichincha,Pedro Moncayo La,Esperanza
Pichincha,Pedro Moncayo,Malchingui
Pichincha,Pedro Moncayo,Tocachi
Pichincha,Pedro Moncayo,Tupigachi
Pichincha,Rumiñahui,Sangolqui
Pichincha,Rumiñahui San Pedro De,Taboada
Pichincha,Rumiñahui San,Rafael
Pichincha,Rumiñahui,Cotogchoa
Pichincha,Rumiñahui,Rumipamba
Pichincha,San Miguel De Los Bancos San Miguel De Los,Bancos
Pichincha,San Miguel De Los Bancos,Mindo
Pichincha,San Miguel De Los Bancos Pedro Vicente,Maldonado
Pichincha,San Miguel De Los Bancos Puerto,Quito
Pichincha,Pedro Vicente Maldonado Pedro Vicente,Maldonado
Pichincha,Puerto Quito Puerto,Quito
Tungurahua,Ambato Atocha –,Ficoa
Tungurahua,Ambato Celiano,Monge
Tungurahua,Ambato Huachi,Chico
Tungurahua,Ambato Huachi,Loreto
Tungurahua,Ambato La,Merced
Tungurahua,Ambato La,Peninsula
Tungurahua,Ambato,Matriz
Tungurahua,Ambato,Pishilata
Tungurahua,Ambato San,Francisco
Tungurahua,Ambato,Ambato
Tungurahua,Ambato,Ambatillo
Tungurahua,Ambato Atahualpa,(Chisalata)
Tungurahua,Ambato Augusto N. Martinez,(Mundugleo)
Tungurahua,Ambato Constantino Fernandez (Cab. En,Cullitahua)
Tungurahua,Ambato Huachi,Grande
Tungurahua,Ambato,Izamba
Tungurahua,Ambato Juan Benigno,Vela
Tungurahua,Ambato,Montalvo
Tungurahua,Ambato,Pasa
Tungurahua,Ambato,Picaigua
Tungurahua,Ambato Pilagüin,(Pilahüin)
Tungurahua,Ambato Quisapincha,(Quizapincha)
Tungurahua,Ambato San Bartolome De,Pinllog
Tungurahua,Ambato San Fernando (Pasa San,Fernando)
Tungurahua,Ambato Santa,Rosa
Tungurahua,Ambato,Totoras
Tungurahua,Ambato,Cunchibamba
Tungurahua,Ambato,Unamuncho
Tungurahua,Baños De Agua Santa Baños De Agua,Santa
Tungurahua,Baños De Agua Santa,Lligua
Tungurahua,Baños De Agua Santa Rio,Negro
Tungurahua,Baños De Agua Santa Rio,Verde
Tungurahua,Baños De Agua Santa,Ulba
Tungurahua,Cevallos,Cevallos
Tungurahua,Mocha,Mocha
Tungurahua,Mocha,Pinguili
Tungurahua,Patate,Patate
Tungurahua,Patate El,Triunfo
Tungurahua,Patate Los Andes (Cab. En,Poatug)
Tungurahua,Patate Sucre (Cab. En Sucre-Patate,Urcu)
Tungurahua,Quero,Quero
Tungurahua,Quero,Rumipamba
Tungurahua,Quero Yanayacu - Mochapata (Cab. En,Yanayacu)
Tungurahua,San Pedro De Pelileo,Pelileo
Tungurahua,San Pedro De Pelileo Pelileo,Grande
Tungurahua,San Pedro De Pelileo Benitez,(Pachanlica)
Tungurahua,San Pedro De Pelileo,Bolivar
Tungurahua,San Pedro De Pelileo,Cotalo
Tungurahua,San Pedro De Pelileo Chiquicha (Cab. En Chiquicha,Grande)
Tungurahua,San Pedro De Pelileo El Rosario,(Rumichaca)
Tungurahua,San Pedro De Pelileo Garcia Moreno,(Chumaqui)
Tungurahua,San Pedro De Pelileo Guambalo,(Huambalo)
Tungurahua,San Pedro De Pelileo,Salasaca
Tungurahua,Santiago De Pillaro Ciudad,Nueva
Tungurahua,Santiago De Pillaro,Pillaro
Tungurahua,Santiago De Pillaro Baquerizo,Moreno
Tungurahua,Santiago De Pillaro Emilio Maria Teran,(Rumipamba)
Tungurahua,Santiago De Pillaro Marcos Espinel,(Chacata)
Tungurahua,Santiago De Pillaro Presidente Urbina (Chagrapamba,-Patzucul)
Tungurahua,Santiago De Pillaro San,Andres
Tungurahua,Santiago De Pillaro San Jose De,Poalo
Tungurahua,Santiago De Pillaro San,Miguelito
Tungurahua,Tisaleo,Tisaleo
Tungurahua,Tisaleo,Quinchicoto
Zamora,Chinchipe Zamora El,Limon
Zamora,Chinchipe Zamora,Zamora
Zamora,Chinchipe Zamora,Cumbaratza
Zamora,Chinchipe Zamora,Guadalupe
Zamora,Chinchipe Zamora Imbana (La Victoria De,Imbana)
Zamora,Chinchipe Zamora,Paquisha
Zamora,Chinchipe Zamora,Sabanilla
Zamora,Chinchipe Zamora,Timbara
Zamora,Chinchipe Zamora,Zumbi
Zamora,Chinchipe Zamora San Carlos De Las,Minas
Zamora,Chinchipe Chinchipe,Zumba
Zamora,Chinchipe Chinchipe,Chito
Zamora,Chinchipe Chinchipe El,Chorro
Zamora,Chinchipe Chinchipe El Porvenir Del,Carmen
Zamora,Chinchipe Chinchipe La,Chonta
Zamora,Chinchipe Chinchipe,Palanda
Zamora,Chinchipe Chinchipe,Pucapamba
Zamora,Chinchipe Chinchipe San Francisco Del,Vergel
Zamora,Chinchipe Chinchipe,Valladolid
Zamora,Chinchipe Chinchipe San,Andres
Zamora,Chinchipe Nangaritza,Guayzimi
Zamora,Chinchipe Nangaritza,Zurmi
Zamora,Chinchipe Nangaritza Nuevo,Paraiso
Zamora,Chinchipe Yacuambi 28 De Mayo (San Jose De,Yacuambi)
Zamora,Chinchipe Yacuambi La,Paz
Zamora,Chinchipe Yacuambi,Tutupali
Zamora,Chinchipe Yantzaza (Yanzatza) Yantzaza,(Yanzatza)
Zamora,Chinchipe Yantzaza (Yanzatza),Chicaña
Zamora,Chinchipe Yantzaza (Yanzatza) El,Pangui
Zamora,Chinchipe Yantzaza (Yanzatza) Los,Encuentros
Zamora,Chinchipe El Pangui El,Pangui
Zamora,Chinchipe El Pangui El,Guisme
Zamora,Chinchipe El Pangui,Pachicutza
Zamora,Chinchipe El Pangui,Tundayme
Zamora,Chinchipe Centinela Del Condor,Zumbi
Zamora,Chinchipe Centinela Del Condor,Paquisha
Zamora,Chinchipe Centinela Del Condor,Triunfo-Dorado
Zamora,Chinchipe Centinela Del Condor,Panguintza
Zamora,Chinchipe Palanda,Palanda
Zamora,Chinchipe Palanda El Porvenir Del,Carmen
Zamora,Chinchipe Palanda San Francisco Del,Vergel
Zamora,Chinchipe Palanda,Valladolid
Zamora,Chinchipe Palanda La,Canela
Zamora,Chinchipe Paquisha,Paquisha
Zamora,Chinchipe Paquisha,Bellavista
Zamora,Chinchipe Paquisha Nuevo,Quito
Galapagos,San Cristobal Puerto Baquerizo,Moreno
Galapagos,San Cristobal El,Progreso
Galapagos,San Cristobal Isla Santa Maria (Floreana) (Cab. En Pto. Velasco,Ibarra)
Galapagos,Isabela Puerto,Villamil
Galapagos,Isabela Tomas De Berlanga (Santo,Tomas)
Galapagos,Santa Cruz Puerto,Ayora
Galapagos,Santa Cruz,Bellavista
Galapagos,Santa Cruz Santa Rosa (Incluye La Isla,Baltra)
Sucumbios,Lago Agrio Nueva,Loja
Sucumbios,Lago Agrio,Cuyabeno
Sucumbios,Lago Agrio,Dureno
Sucumbios,Lago Agrio General,Farfan
Sucumbios,Lago Agrio,Tarapoa
Sucumbios,Lago Agrio El,Eno
Sucumbios,Lago Agrio,Pacayacu
Sucumbios,Lago Agrio,Jambeli
Sucumbios,Lago Agrio Santa,Cecilia
Sucumbios,Lago Agrio Aguas,Negras
Sucumbios,Gonzalo Pizarro El Dorado De,Cascales
Sucumbios,Gonzalo Pizarro El,Reventador
Sucumbios,Gonzalo Pizarro Gonzalo,Pizarro
Sucumbios,Gonzalo Pizarro,Lumbaqui
Sucumbios,Gonzalo Pizarro Puerto,Libre
Sucumbios,Gonzalo Pizarro Santa Rosa De,Sucumbios
Sucumbios,Putumayo Puerto El Carmen Del,Putumayo
Sucumbios,Putumayo Palma,Roja
Sucumbios,Putumayo Puerto Bolivar (Puerto,Montufar)
Sucumbios,Putumayo Puerto,Rodriguez
Sucumbios,Putumayo Santa,Elena
Sucumbios,Shushufindi,Shushufindi
Sucumbios,Shushufindi,Limoncocha
Sucumbios,Shushufindi,Pañacocha
Sucumbios,Shushufindi San Roque (Cab. En San,Vicente)
Sucumbios,Shushufindi San Pedro De Los,Cofanes
Sucumbios,Shushufindi Siete De,Julio
Sucumbios,Sucumbios La,Bonita
Sucumbios,Sucumbios El Playon De San,Francisco
Sucumbios,Sucumbios La,Sofia
Sucumbios,Sucumbios Rosa,Florida
Sucumbios,Sucumbios Santa,Barbara
Sucumbios,Cascales El Dorado De,Cascales
Sucumbios,Cascales Santa Rosa De,Sucumbios
Sucumbios,Cascales,Sevilla
Sucumbios,Cuyabeno,Tarapoa
Sucumbios,Cuyabeno,Cuyabeno
Sucumbios,Cuyabeno Aguas,Negras
Orellana,Orellana Puerto Francisco De Orellana (El,Coca)
Orellana,Orellana,Dayuma
Orellana,Orellana Taracoa (Nueva Esperanza:,Yuca)
Orellana,Orellana Alejandro,Labaka
Orellana,Orellana El,Dorado
Orellana,Orellana El,Eden
Orellana,Orellana Garcia,Moreno
Orellana,Orellana Ines Arango (Cab. En,Western)
Orellana,Orellana La,Belleza
Orellana,Orellana Nuevo Paraiso (Cab. En,Union
Orellana,Orellana San Jose De,Guayusa
Orellana,Orellana San Luis De,Armenia
Orellana,Aguarico,Tipitini
Orellana,Aguarico Nuevo,Rocafuerte
Orellana,Aguarico Capitan Augusto,Rivadeneyra
Orellana,Aguarico,Cononaco
Orellana,Aguarico Santa Maria De,Huiririma
Orellana,Aguarico,Tiputini
Orellana,Aguarico,Yasuni
Orellana,La Joya De Los Sachas La Joya De Los,Sachas
Orellana,La Joya De Los Sachas,Enokanqui
Orellana,La Joya De Los Sachas,Pompeya
Orellana,La Joya De Los Sachas San,Carlos
Orellana,La Joya De Los Sachas San Sebastian Del,Coca
Orellana,La Joya De Los Sachas Lago San,Pedro
Orellana,La Joya De Los Sachas,Rumipamba
Orellana,La Joya De Los Sachas Tres De,Noviembre
Orellana,La Joya De Los Sachas Union,Milagreña
Orellana,Loreto,Loreto
Orellana,Loreto Avila (Cab. En,Huiruno)
Orellana,Loreto Puerto,Murialdo
Orellana,Loreto San Jose De,Payamino
Orellana,Loreto San Jose De,Dahuano
Orellana,Loreto San Vicente De,Huaticocha
Santo,Domingo De Los Tsachilas Santo Domingo Abraham,Calazacon
Santo,Domingo De Los Tsachilas Santo Domingo,Bomboli
Santo,Domingo De Los Tsachilas Santo Domingo,Chiguilpe
Santo,Domingo De Los Tsachilas Santo Domingo Rio,Toachi
Santo,Domingo De Los Tsachilas Santo Domingo Rio,Verde
Santo,Domingo De Los Tsachilas Santo Domingo Santo Domingo De Los,Colorados
Santo,Domingo De Los Tsachilas Santo Domingo,Zaracay
Santo,Domingo De Los Tsachilas Santo Domingo,Alluriquin
Santo,Domingo De Los Tsachilas Santo Domingo Puerto,Limon
Santo,Domingo De Los Tsachilas Santo Domingo Luz De,America
Santo,Domingo De Los Tsachilas Santo Domingo San Jacinto Del,Bua
Santo,Domingo De Los Tsachilas Santo Domingo Valle,Hermoso
Santo,Domingo De Los Tsachilas Santo Domingo El,Esfuerzo
Santo,Domingo De Los Tsachilas Santo Domingo Santa Maria Del,Toachi
Santa,Elena Santa Elena,Ballenita
Santa,Elena Santa Elena Santa,Elena
Santa,Elena Santa Elena,Atahualpa
Santa,Elena Santa Elena,Colonche
Santa,Elena Santa Elena,Chanduy
Santa,Elena Santa Elena,Manglaralto
Santa,Elena Santa Elena Simon Bolivar (Julio,Moreno)
Santa,Elena Santa Elena San Jose De,Ancon
Santa,Elena La Libertad La,Libertad
Santa,Elena Salinas Carlos Espinoza,Larrea
Santa,Elena Salinas Gral. Alberto Enriquez,Gallo
Santa,Elena Salinas Vicente,Rocafuerte
Santa,Elena Salinas Santa,Rosa
Santa,Elena Salinas,Salinas
Santa,Elena Salinas,Anconcito
Santa,Elena Salinas Jose Luis Tamayo,(Muey)
Zonas,No Delimitadas Las Golondrinas Las,Golondrinas
Zonas,No Delimitadas Manga Del Cura Manga Del,Cura
Zonas,No Delimitadas El Piedrero El,Piedrero
